# strain sxx_GPa syy_GPa szz_GPa
8.00000000e-03 -4.30281143e-02 -3.56791203e-02 1.69887931e-02
8.20000000e-03 -3.46770159e-02 1.29528685e-02 1.26274011e-02
8.40000000e-03 9.18239585e-03 -2.19310458e-02 3.34297609e-02
8.60000000e-03 1.29433961e-02 6.41912736e-02 6.29935419e-03
8.80000000e-03 -8.22540550e-02 -3.43515294e-02 -3.81058013e-02
9.00000000e-03 -1.81081557e-02 3.20959347e-02 8.22006651e-02
9.20000000e-03 -1.54274229e-02 -5.53775827e-02 -3.26578280e-02
9.40000000e-03 5.48833878e-02 1.04139983e-02 4.44068210e-03
9.60000000e-03 5.52317161e-03 -1.02775778e-02 -4.34271132e-02
9.80000000e-03 1.23417325e-02 1.28819046e-02 1.63494283e-02
1.00000000e-02 9.83918942e-03 -1.19592677e-03 -5.05338221e-02
1.02000000e-02 -2.98770419e-02 4.10741451e-02 2.36820697e-02
1.04000000e-02 3.16766098e-03 -1.32656824e-02 5.13459582e-02
1.06000000e-02 -1.51941201e-02 1.36795490e-02 -4.65310147e-02
1.08000000e-02 -4.93952929e-02 -4.54830872e-02 -1.64681860e-02
1.10000000e-02 3.54470996e-02 -4.23533508e-02 3.86820024e-02
1.12000000e-02 -5.64252945e-03 2.83141650e-02 3.28483859e-02
1.14000000e-02 2.91982301e-02 6.12457297e-02 4.18702074e-02
1.16000000e-02 1.65512225e-03 -3.06803514e-02 3.10427854e-02
1.18000000e-02 1.98957842e-02 1.58130653e-02 1.68670674e-02
1.20000000e-02 -8.29977552e-02 -7.10035292e-02 -2.24132851e-02
1.22000000e-02 7.78403009e-02 8.78925760e-02 7.70975018e-02
1.24000000e-02 -1.05295996e-01 -3.72661728e-02 -8.19667155e-02
1.26000000e-02 7.41571599e-02 4.23669329e-02 3.99829844e-02
1.28000000e-02 -3.81129077e-02 -5.97567272e-02 -5.22118923e-02
1.30000000e-02 6.93646606e-02 2.73036310e-02 7.23590379e-02
1.32000000e-02 -5.71738999e-02 -3.79729051e-02 -5.52205701e-02
1.34000000e-02 1.26558490e-01 4.67190945e-02 5.87126892e-02
1.36000000e-02 -7.00407433e-02 -1.11976511e-01 -1.79353849e-02
1.38000000e-02 1.31212971e-01 5.81543094e-02 6.28793220e-02
1.40000000e-02 -1.57666668e-02 -2.84445476e-02 -6.78320499e-02
1.42000000e-02 3.02864915e-02 4.22821746e-02 -1.10028275e-02
1.44000000e-02 1.53909233e-03 -2.68006365e-03 -3.19817235e-02
1.46000000e-02 5.25868329e-02 2.24155512e-02 3.52782971e-02
1.48000000e-02 -1.71279079e-03 -1.19268877e-02 -1.43708763e-02
1.50000000e-02 7.87103285e-02 5.83466086e-02 7.73699214e-02
1.52000000e-02 -5.74524729e-02 -7.55963503e-02 -8.04260173e-02
1.54000000e-02 9.14165218e-02 3.79729704e-02 6.46217275e-02
1.56000000e-02 -6.05271857e-02 -6.95875111e-02 -6.71391447e-02
1.58000000e-02 5.37651434e-02 5.12302762e-02 3.22337339e-02
1.60000000e-02 -1.78160394e-02 -4.85335962e-02 -2.60281595e-02
1.62000000e-02 -3.05782454e-02 1.52043680e-02 -2.60824079e-02
1.64000000e-02 5.72431925e-02 7.72223901e-03 3.06678351e-02
1.66000000e-02 7.43130463e-02 -2.46415950e-02 -1.53563661e-02
1.68000000e-02 3.76918135e-02 3.14912189e-02 -1.86810806e-02
1.70000000e-02 -1.03500899e-03 -5.70541743e-02 3.21688031e-02
1.72000000e-02 1.16625020e-02 4.67316679e-02 -5.94815077e-03
1.74000000e-02 3.83431414e-02 4.58952173e-03 -6.97031136e-03
1.76000000e-02 -4.73544790e-03 4.89364664e-02 1.18508646e-02
1.78000000e-02 -2.13875728e-02 -3.20520698e-02 -2.25518293e-02
1.80000000e-02 -9.90459910e-03 1.85376782e-02 5.69034114e-02
1.82000000e-02 -5.88087936e-02 1.01612229e-02 -5.01850402e-02
1.84000000e-02 -9.37038507e-03 -5.89537755e-04 4.27192107e-02
1.86000000e-02 1.84376060e-02 -7.62174589e-03 -4.97556344e-03
1.88000000e-02 2.27684385e-03 3.14142178e-03 8.69993623e-03
1.90000000e-02 -6.07785387e-02 -7.55631430e-03 -2.13608806e-02
1.92000000e-02 4.68642622e-03 -3.19163245e-02 5.20060309e-03
1.94000000e-02 -8.33083521e-02 6.71537610e-02 -2.85703490e-02
1.96000000e-02 1.55283888e-03 -2.07380474e-02 1.04467382e-02
1.98000000e-02 -8.20928131e-03 -7.29655271e-03 3.05449085e-02
2.00000000e-02 3.96189623e-03 1.75943885e-02 7.63032546e-03
2.02000000e-02 1.51341580e-02 -3.23490016e-02 1.37982059e-02
2.04000000e-02 1.06166707e-02 6.26545464e-02 2.19978123e-02
2.06000000e-02 -3.64000643e-02 -6.62060745e-03 -7.63879594e-02
2.08000000e-02 -8.05661110e-04 2.27900947e-02 3.62006118e-02
2.10000000e-02 1.41406927e-02 -1.48072282e-02 -2.91734894e-02
2.12000000e-02 3.93857381e-02 7.01273099e-02 2.07625922e-02
2.14000000e-02 -4.22519466e-02 -4.29095049e-02 1.81236859e-03
2.16000000e-02 6.95970337e-02 -7.11033469e-03 4.54297371e-02
2.18000000e-02 5.53694468e-02 -4.64887826e-02 2.45588517e-02
2.20000000e-02 1.48279040e-02 7.99389254e-03 6.75535384e-03
2.22000000e-02 1.55041408e-03 -7.42603905e-03 -6.49744377e-02
2.24000000e-02 2.69134257e-02 2.28990903e-02 -2.96926216e-03
2.26000000e-02 5.63928786e-03 -2.95682447e-02 3.46088403e-03
2.28000000e-02 -4.33522782e-03 -1.65120585e-02 -2.74043456e-02
2.30000000e-02 2.79888124e-02 -1.90015124e-03 7.49809883e-02
2.32000000e-02 3.32818868e-03 -5.90419834e-02 -8.75711983e-03
2.34000000e-02 4.82902841e-02 4.03813279e-02 -5.75454192e-02
2.36000000e-02 1.17109283e-02 -1.75515130e-02 -1.00748997e-02
2.38000000e-02 -1.78655967e-02 -1.52601238e-02 7.91179107e-03
2.40000000e-02 -4.17079345e-03 -7.77745829e-03 6.92147903e-02
2.42000000e-02 -3.24729437e-02 -6.21436419e-02 -3.20575638e-02
2.44000000e-02 1.81364988e-02 4.59298696e-02 6.24063153e-02
2.46000000e-02 -1.44101766e-02 -1.22467700e-02 -3.66888135e-02
2.48000000e-02 4.76176176e-02 -3.10625327e-02 -2.35298059e-03
2.50000000e-02 5.66044305e-02 -3.80584617e-02 -2.81091872e-02
2.52000000e-02 2.44862048e-02 6.14951039e-02 -3.07022548e-02
2.54000000e-02 -4.25596145e-02 -1.86309287e-02 5.78096320e-04
2.56000000e-02 2.63419372e-02 -1.06863860e-02 7.93872577e-02
2.58000000e-02 2.39380458e-04 4.04850117e-02 -7.28295798e-02
2.60000000e-02 -1.80802509e-02 3.06506026e-02 -9.46130554e-03
2.62000000e-02 1.59784730e-02 -2.16666066e-02 2.38722527e-02
2.64000000e-02 -1.72521290e-02 -5.69663598e-02 3.24963664e-03
2.66000000e-02 -1.65654091e-02 5.94648256e-02 1.80098932e-02
2.68000000e-02 -4.65120843e-02 -1.71493469e-02 -4.51711844e-02
2.70000000e-02 2.05833803e-02 9.08917053e-03 7.40869243e-03
2.72000000e-02 -5.73584996e-02 -3.88416415e-02 1.23552624e-02
2.74000000e-02 2.56954008e-02 7.01376235e-02 6.44094291e-02
2.76000000e-02 -8.12333903e-02 -5.03328011e-02 -7.18386456e-02
2.78000000e-02 1.17235750e-02 6.66726905e-02 6.24964326e-03
2.80000000e-02 -4.69516246e-02 -3.05230992e-02 -2.80526125e-02
2.82000000e-02 3.55663736e-02 -2.24599102e-02 3.02241553e-02
2.84000000e-02 -1.65946028e-02 -2.52925355e-02 1.35738917e-02
2.86000000e-02 2.75356036e-02 2.99264771e-02 -1.26665066e-02
2.88000000e-02 1.40360228e-02 9.34164107e-03 -1.04973197e-02
2.90000000e-02 4.01471227e-02 2.61677830e-02 4.56587009e-02
2.92000000e-02 6.92744468e-05 -1.55392975e-02 1.06420322e-02
2.94000000e-02 -1.02365235e-01 5.85179885e-02 -1.32407725e-02
2.96000000e-02 1.95623152e-02 2.65043228e-02 4.78839330e-02
2.98000000e-02 -1.53150724e-02 -3.79247104e-02 2.71124385e-02
3.00000000e-02 5.29806285e-03 3.82784417e-02 -3.28755038e-03
3.02000000e-02 -2.14540757e-02 -4.37019080e-02 1.20094536e-02
