# strain sxx_GPa syy_GPa szz_GPa
1.08000000e-02 6.11518652e-01 -1.43940634e-02 -1.58648402e-02
1.10000000e-02 6.06509950e-01 1.62601812e-02 -4.95908934e-03
1.12000000e-02 7.52790928e-01 2.44937041e-02 7.25058077e-02
1.14000000e-02 6.78491995e-01 7.67154691e-03 5.94102774e-03
1.16000000e-02 6.45893473e-01 -3.56734842e-02 -3.14932711e-02
1.18000000e-02 6.28466428e-01 -1.43047729e-02 -1.08930984e-02
1.20000000e-02 5.89307801e-01 -2.28067444e-02 -4.84285520e-02
1.22000000e-02 6.51339792e-01 1.97230057e-02 -5.66097634e-02
1.24000000e-02 6.60652433e-01 -1.01191106e-02 3.00019587e-02
1.26000000e-02 6.86869078e-01 -8.28669243e-03 4.57952411e-02
1.28000000e-02 7.18995713e-01 5.32622263e-03 -1.61232532e-02
1.30000000e-02 6.95527050e-01 -1.12594498e-02 3.82911774e-03
1.32000000e-02 6.70655520e-01 -2.74958308e-02 2.08429034e-02
1.34000000e-02 7.89252672e-01 3.11207164e-02 -7.66444309e-04
1.36000000e-02 7.75860781e-01 6.89167954e-02 1.50719152e-02
1.38000000e-02 7.65379066e-01 2.07940304e-02 1.82757814e-02
1.40000000e-02 7.76462361e-01 5.40161378e-02 6.60769276e-03
1.42000000e-02 7.74052403e-01 -7.75852802e-04 5.95016843e-02
1.44000000e-02 7.92687157e-01 2.39879337e-02 -4.52626112e-02
1.46000000e-02 7.78743197e-01 1.63322100e-02 1.83958190e-02
1.48000000e-02 8.45370126e-01 2.16378548e-02 3.45755859e-02
1.50000000e-02 7.63310658e-01 9.32492094e-03 4.40647898e-02
1.52000000e-02 8.54426443e-01 7.16288623e-02 2.77718244e-02
1.54000000e-02 7.54171899e-01 4.14692311e-02 -1.71108075e-02
1.56000000e-02 8.00425966e-01 -2.04423367e-02 2.41982957e-02
1.58000000e-02 7.88731118e-01 -5.65950132e-02 1.25738160e-03
1.60000000e-02 8.20805110e-01 1.46499715e-03 -5.93130571e-02
1.62000000e-02 7.95915722e-01 -5.26717648e-02 4.92331950e-02
1.64000000e-02 8.42804539e-01 -1.12074788e-02 -2.43330550e-02
1.66000000e-02 8.55698147e-01 -6.02779954e-02 4.64184155e-02
1.68000000e-02 9.28389911e-01 4.94353690e-02 -5.91858537e-02
1.70000000e-02 8.96537348e-01 -5.57605114e-02 1.70971150e-02
1.72000000e-02 8.82101826e-01 2.87020964e-02 -9.94134916e-02
1.74000000e-02 9.33629416e-01 -1.86279784e-02 -2.68905390e-03
1.76000000e-02 9.48827085e-01 -2.79576573e-02 -3.10610256e-02
1.78000000e-02 8.90786593e-01 -4.65309843e-03 -4.17352128e-02
1.80000000e-02 9.85566441e-01 -1.19576099e-02 -1.43002106e-02
1.82000000e-02 9.34768270e-01 -2.53229206e-02 -1.07444334e-02
1.84000000e-02 9.08056535e-01 2.06027897e-02 -1.56420396e-02
1.86000000e-02 9.13761401e-01 3.53527623e-02 -8.74834245e-02
1.88000000e-02 8.85242576e-01 -8.14682096e-02 2.22541245e-03
1.90000000e-02 8.53637512e-01 1.15285701e-02 -5.29902098e-02
1.92000000e-02 8.89561484e-01 -9.75695910e-04 1.78821813e-02
1.94000000e-02 8.94912724e-01 -2.98033465e-03 -1.47687370e-02
1.96000000e-02 8.58294093e-01 -1.52677749e-02 3.08826951e-02
1.98000000e-02 8.84356537e-01 3.66697562e-02 1.86812853e-02
2.00000000e-02 9.31314038e-01 5.17045919e-02 8.52783384e-03
2.02000000e-02 9.83256787e-01 3.71405588e-02 8.21025498e-02
2.04000000e-02 9.25608568e-01 3.70901780e-02 8.74288290e-02
2.06000000e-02 9.81490157e-01 1.11154011e-01 -9.81588164e-03
2.08000000e-02 9.97978795e-01 4.65935778e-02 6.73477618e-02
2.10000000e-02 9.46905858e-01 -2.37914309e-03 3.56277957e-02
2.12000000e-02 9.91514304e-01 -1.29073368e-03 -1.55625880e-02
2.14000000e-02 1.05351005e+00 -1.65149886e-02 1.16196061e-02
2.16000000e-02 1.00266584e+00 -9.92927845e-03 2.03973491e-02
2.18000000e-02 9.89904437e-01 1.82410912e-02 9.23234397e-03
2.20000000e-02 1.06685767e+00 -9.76999084e-03 5.82039201e-02
2.22000000e-02 1.03280137e+00 6.73294212e-02 -3.57466233e-02
2.24000000e-02 1.07863118e+00 4.34535747e-02 2.41017647e-03
2.26000000e-02 1.12374585e+00 2.95109510e-02 4.77694727e-02
2.28000000e-02 1.08231881e+00 1.42276037e-02 -2.00741458e-02
2.30000000e-02 1.13918916e+00 4.43848397e-03 4.77684409e-03
2.32000000e-02 1.14024984e+00 -2.29575159e-02 -1.23536057e-02
2.34000000e-02 1.16629465e+00 2.44293586e-02 -5.15880283e-02
2.36000000e-02 1.10417555e+00 -7.81675614e-02 7.56676117e-02
2.38000000e-02 1.04061644e+00 1.66000425e-02 -2.82372287e-02
2.40000000e-02 1.01184287e+00 -3.92502392e-03 -6.30877718e-02
2.42000000e-02 1.03111082e+00 -6.20333172e-02 2.77911314e-02
2.44000000e-02 1.04699179e+00 -2.02497895e-02 -5.76861012e-02
2.46000000e-02 1.09161730e+00 1.22100803e-02 5.67663960e-02
2.48000000e-02 1.15943235e+00 1.75735829e-03 5.09700976e-02
2.50000000e-02 1.14406859e+00 -2.13589674e-02 3.56855256e-02
2.52000000e-02 1.15471213e+00 1.45859671e-02 -1.36361772e-02
2.54000000e-02 1.17993415e+00 3.13059621e-02 4.53426553e-03
2.56000000e-02 1.15061779e+00 -1.96023511e-02 -4.99634048e-02
2.58000000e-02 1.15539737e+00 -3.62585597e-02 -3.60674904e-02
2.60000000e-02 1.09675959e+00 -4.54092855e-02 -1.06256403e-03
2.62000000e-02 1.12611108e+00 2.34083541e-02 -7.19470047e-03
2.64000000e-02 1.20648107e+00 4.16395624e-03 3.95556615e-02
2.66000000e-02 1.18608786e+00 3.66929581e-02 -4.28210191e-02
2.68000000e-02 1.17651362e+00 -4.92067972e-02 5.88836804e-02
2.70000000e-02 1.16461166e+00 4.17776614e-02 -5.41992270e-02
2.72000000e-02 1.25523222e+00 2.13516469e-02 5.38148887e-03
2.74000000e-02 1.18501555e+00 -6.08363018e-02 3.94018579e-02
2.76000000e-02 1.17330632e+00 4.32331517e-02 -5.42950279e-02
2.78000000e-02 1.21557312e+00 -2.59963127e-02 1.36095800e-02
2.80000000e-02 1.24288978e+00 2.18972314e-02 -4.83934608e-02
2.82000000e-02 1.20903191e+00 2.72290704e-03 -2.22059083e-03
2.84000000e-02 1.20673641e+00 1.78531476e-02 -4.15706871e-04
2.86000000e-02 1.22676142e+00 -6.29846296e-03 6.01250755e-02
2.88000000e-02 1.19021739e+00 1.09038553e-02 -3.57717449e-03
2.90000000e-02 1.21771593e+00 -2.21665095e-02 2.93320812e-02
2.92000000e-02 1.24448378e+00 3.41437901e-03 -3.17203854e-02
2.94000000e-02 1.28990942e+00 1.72344237e-02 9.22878573e-03
2.96000000e-02 1.26877804e+00 -4.70723387e-02 2.69907967e-02
2.98000000e-02 1.31131477e+00 2.03430758e-02 -2.08912546e-02
3.00000000e-02 1.30405711e+00 -3.10441556e-02 2.61803610e-02
3.02000000e-02 1.31958097e+00 4.04792277e-02 -5.73972499e-02
