# strain sxx_GPa syy_GPa szz_GPa
1.54000000e-02 9.06964166e-01 8.40754715e-02 3.51588811e-02
1.56000000e-02 7.82186258e-01 5.64632016e-03 2.87174478e-02
1.58000000e-02 7.97737213e-01 -6.14946485e-03 -6.82611903e-02
1.60000000e-02 9.20682832e-01 3.67034477e-03 3.84717005e-02
1.62000000e-02 8.69415425e-01 -1.10602389e-01 9.12454543e-02
1.64000000e-02 8.40397850e-01 8.56376159e-02 -1.19748735e-01
1.66000000e-02 9.08297071e-01 1.37151512e-02 3.42303706e-02
1.68000000e-02 8.51510375e-01 -4.53140761e-02 6.10551553e-02
1.70000000e-02 8.51488298e-01 5.25300813e-02 -4.53789704e-02
1.72000000e-02 8.51704350e-01 -8.24765240e-02 -4.70049532e-02
1.74000000e-02 8.67990960e-01 5.53729576e-02 6.31305812e-03
1.76000000e-02 8.99694115e-01 4.01646147e-02 1.15776502e-01
1.78000000e-02 7.94495554e-01 -6.57088689e-02 -6.64705259e-02
1.80000000e-02 9.56075645e-01 9.49851650e-02 -2.80182757e-02
1.82000000e-02 9.75729037e-01 5.52149702e-03 -1.70705314e-03
1.84000000e-02 9.54996420e-01 6.13285799e-02 2.51553218e-02
1.86000000e-02 9.51522562e-01 -3.28099354e-02 -1.56966286e-02
1.88000000e-02 9.53008846e-01 -1.11645951e-02 -6.48808050e-02
1.90000000e-02 9.97174836e-01 -7.52880224e-04 9.13816732e-02
1.92000000e-02 9.27312284e-01 5.25152011e-03 -3.97858877e-02
1.94000000e-02 9.65283504e-01 -1.08665517e-01 -7.85923565e-03
1.96000000e-02 1.08229528e+00 6.00392640e-02 2.85318501e-02
1.98000000e-02 1.00663656e+00 -1.11685584e-01 9.81005333e-02
2.00000000e-02 8.93935215e-01 3.21187099e-02 -1.12387989e-01
2.02000000e-02 1.00545425e+00 -5.74384959e-03 7.13674145e-02
2.04000000e-02 8.80474128e-01 4.79480289e-02 3.45455493e-02
2.06000000e-02 8.99045034e-01 -4.03181455e-02 4.29940821e-02
2.08000000e-02 1.00867236e+00 2.91823533e-02 6.99403575e-02
2.10000000e-02 8.96513901e-01 -2.06564618e-03 -7.84663962e-03
2.12000000e-02 9.97082705e-01 -8.40647816e-02 1.33368002e-02
2.14000000e-02 8.76971502e-01 3.06087695e-02 -1.55846594e-01
2.16000000e-02 9.55504226e-01 4.53181169e-02 6.22614103e-02
2.18000000e-02 8.78436562e-01 -6.22106168e-02 6.62419897e-03
2.20000000e-02 9.47548793e-01 -3.30028448e-02 -3.01118312e-02
2.22000000e-02 9.47183022e-01 1.12950707e-01 -1.84041469e-02
2.24000000e-02 8.91580205e-01 -4.93358831e-02 8.79759724e-03
2.26000000e-02 8.85034622e-01 -4.09210233e-02 -8.84184935e-02
2.28000000e-02 1.13670966e+00 5.52480533e-02 8.39731636e-02
2.30000000e-02 1.08445506e+00 -2.55441560e-02 -3.70642366e-03
2.32000000e-02 1.00169629e+00 -7.18275770e-02 -3.55773553e-03
2.34000000e-02 9.23687130e-01 1.14392137e-02 1.37548097e-02
2.36000000e-02 8.84217304e-01 3.98414203e-02 -7.93246369e-03
2.38000000e-02 9.33393245e-01 -1.04560247e-01 -1.49509717e-03
2.40000000e-02 8.78705264e-01 3.70357800e-02 -6.43767227e-02
2.42000000e-02 9.32101325e-01 2.29131125e-02 4.71831854e-03
2.44000000e-02 9.65345192e-01 -6.40961742e-02 3.62921651e-02
2.46000000e-02 9.39942643e-01 5.38555227e-02 -4.87856789e-02
2.48000000e-02 8.74434498e-01 -6.39399117e-02 5.12624783e-03
2.50000000e-02 8.91744316e-01 3.53449168e-04 5.07989581e-02
2.52000000e-02 8.63972391e-01 -8.40379350e-02 -5.14455730e-03
2.54000000e-02 8.97295069e-01 -5.76016915e-03 -5.57243172e-02
2.56000000e-02 9.24025299e-01 -1.90637242e-02 1.16792245e-02
2.58000000e-02 8.96459308e-01 1.06626313e-02 3.62918780e-02
2.60000000e-02 9.63797576e-01 8.49801882e-02 -2.80155796e-02
2.62000000e-02 8.95811347e-01 -2.61467167e-02 4.62538967e-02
2.64000000e-02 9.14263619e-01 1.03552739e-01 1.20065731e-02
2.66000000e-02 1.01482378e+00 8.28463298e-02 9.43156256e-02
2.68000000e-02 9.45793967e-01 -1.76895914e-02 5.22778903e-02
2.70000000e-02 8.49496959e-01 9.93739122e-04 6.87687535e-03
2.72000000e-02 1.02273498e+00 6.89823390e-02 1.00675764e-02
2.74000000e-02 8.69130785e-01 1.77882369e-04 6.34095834e-03
2.76000000e-02 9.64595287e-01 -3.26830265e-02 -5.69912630e-02
2.78000000e-02 1.00825773e+00 2.66244100e-02 1.48088218e-02
2.80000000e-02 9.76277956e-01 2.96059670e-02 -1.36091403e-02
2.82000000e-02 9.74155055e-01 -1.13624185e-01 1.13445262e-01
2.84000000e-02 9.36928055e-01 6.93593509e-02 2.76890371e-02
2.86000000e-02 9.09181093e-01 -2.91493724e-02 -1.54943023e-02
2.88000000e-02 8.35770190e-01 -2.38236678e-02 -9.65264836e-02
2.90000000e-02 9.85440588e-01 5.55897828e-02 9.28653229e-02
2.92000000e-02 9.89326318e-01 4.13509675e-03 7.06462793e-03
2.94000000e-02 8.15793819e-01 -9.33504330e-02 -1.76298348e-01
2.96000000e-02 9.96449559e-01 4.85990112e-02 4.76457909e-02
2.98000000e-02 1.02651162e+00 -3.68636204e-03 1.41706680e-01
3.00000000e-02 8.64336707e-01 -1.28297130e-02 -5.90342313e-02
3.02000000e-02 9.61196730e-01 3.53913651e-02 -3.16511906e-02
