# strain sxx_GPa syy_GPa szz_GPa
8.80000000e-03 2.17547044e-01 -1.39461036e-05 -2.65786120e-05
9.00000000e-03 2.26493006e-01 -2.61616955e-05 -7.06691675e-06
9.20000000e-03 2.29188359e-01 -5.03401766e-06 -1.42307321e-05
9.40000000e-03 2.33850362e-01 4.97457467e-06 -9.73790707e-06
9.60000000e-03 2.37703892e-01 -3.07129643e-06 8.95450744e-06
9.80000000e-03 2.38888733e-01 6.19783315e-07 5.25345195e-06
1.00000000e-02 2.44960592e-01 1.60914834e-05 1.01028698e-05
1.02000000e-02 2.47297625e-01 6.72763331e-06 7.96293746e-06
1.04000000e-02 2.55859463e-01 2.21092949e-06 6.09879728e-06
1.06000000e-02 2.62271889e-01 7.25456958e-06 3.44745773e-06
1.08000000e-02 2.74015485e-01 4.58605283e-06 2.75543321e-06
1.10000000e-02 2.82926330e-01 7.91622752e-07 4.43142254e-07
1.12000000e-02 2.82391268e-01 6.04850243e-07 6.72339431e-06
1.14000000e-02 2.80564741e-01 3.08520853e-06 7.26672578e-06
1.16000000e-02 2.88374959e-01 1.44088292e-05 4.70386054e-07
1.18000000e-02 2.93427354e-01 -1.18046106e-05 3.39034585e-06
1.20000000e-02 3.04224630e-01 1.01149490e-05 3.15030282e-06
1.22000000e-02 3.15096126e-01 7.11171859e-07 2.91658922e-08
1.24000000e-02 3.18884767e-01 -1.04764888e-05 -4.08459881e-06
1.26000000e-02 3.17768274e-01 -1.02887717e-05 1.01451664e-06
1.28000000e-02 3.22476448e-01 -5.31496799e-06 1.21406350e-06
1.30000000e-02 3.24366124e-01 -4.33068903e-06 -7.50102978e-06
1.32000000e-02 3.32416199e-01 -2.31644346e-06 -8.87582963e-06
1.34000000e-02 3.42825690e-01 -7.46639378e-06 -3.44921319e-06
1.36000000e-02 3.51345370e-01 -1.03626346e-05 -4.51465652e-06
1.38000000e-02 3.58704384e-01 6.99322967e-07 -1.05359933e-05
1.40000000e-02 3.62082196e-01 -1.40175346e-06 1.15599922e-05
1.42000000e-02 3.61641094e-01 8.41532324e-06 1.21326308e-05
1.44000000e-02 3.59170258e-01 1.22548701e-05 1.64840437e-05
1.46000000e-02 3.63174614e-01 1.50185812e-05 1.31434737e-05
1.48000000e-02 3.76005538e-01 -1.79510863e-06 2.71701425e-06
1.50000000e-02 3.81771445e-01 3.53589419e-06 -2.97128547e-06
1.52000000e-02 3.88577510e-01 3.93068769e-06 -1.76224547e-06
1.54000000e-02 3.93148305e-01 1.91605930e-05 2.09132909e-06
1.56000000e-02 3.96869776e-01 9.99424766e-06 2.69319004e-05
1.58000000e-02 3.97847902e-01 1.45408746e-05 8.51951284e-06
1.60000000e-02 3.99777462e-01 8.52390383e-06 4.87384597e-06
1.62000000e-02 4.10861542e-01 -5.39493869e-06 -6.16118094e-06
1.64000000e-02 4.17415901e-01 2.08709794e-06 -1.62233389e-05
1.66000000e-02 4.18836877e-01 -9.01591144e-06 -1.11899570e-05
1.68000000e-02 4.28546835e-01 -1.07164927e-05 2.96319915e-06
1.70000000e-02 4.38464372e-01 -8.20281362e-06 -1.37987229e-05
1.72000000e-02 4.42649339e-01 -1.45561984e-05 -6.92023378e-06
1.74000000e-02 4.45594073e-01 -7.52270453e-06 -2.96080640e-06
1.76000000e-02 4.46862982e-01 5.36420351e-07 1.41154471e-06
1.78000000e-02 4.47804163e-01 -8.23156364e-07 5.63420501e-06
1.80000000e-02 4.55873771e-01 8.37075137e-06 1.54931888e-05
1.82000000e-02 4.62699178e-01 1.33342213e-05 4.53049384e-06
1.84000000e-02 4.64479681e-01 7.65734223e-07 -1.57801292e-06
1.86000000e-02 4.73054863e-01 2.41686042e-06 7.00692272e-06
1.88000000e-02 4.75376261e-01 -5.42393384e-06 -4.17887006e-06
1.90000000e-02 4.77528572e-01 3.32299455e-06 -1.03256141e-05
1.92000000e-02 4.84836262e-01 4.57596698e-06 -6.33671898e-06
1.94000000e-02 4.87241215e-01 -1.48537321e-05 -9.90234658e-06
1.96000000e-02 4.94871535e-01 -3.94973886e-06 -6.02430125e-06
1.98000000e-02 4.96648159e-01 -4.82907084e-06 2.14389002e-06
2.00000000e-02 4.97599804e-01 4.36632626e-06 -2.57676763e-06
2.02000000e-02 5.03842438e-01 9.27868929e-06 8.80209719e-06
2.04000000e-02 5.05349901e-01 3.41765881e-06 1.19515984e-05
2.06000000e-02 5.12908640e-01 9.27173683e-06 1.24359098e-06
2.08000000e-02 5.17951985e-01 1.39075101e-05 2.30460112e-07
2.10000000e-02 5.21071109e-01 -2.04970005e-07 -2.25511275e-06
2.12000000e-02 5.24438441e-01 -8.96657763e-06 3.89484780e-06
2.14000000e-02 5.30937354e-01 -3.69693159e-06 -1.36941425e-05
2.16000000e-02 5.35450364e-01 -7.22563222e-06 -7.39532640e-06
2.18000000e-02 5.35557977e-01 -1.33468905e-05 -9.79183119e-06
2.20000000e-02 5.35321815e-01 -3.83198863e-06 2.10071270e-06
2.22000000e-02 5.30539071e-01 8.53230576e-06 6.41421997e-06
2.24000000e-02 5.29489701e-01 4.25280142e-06 1.00538910e-05
2.26000000e-02 5.32989995e-01 3.73861868e-06 7.63975369e-06
2.28000000e-02 5.41339616e-01 1.21453528e-05 8.34279071e-06
2.30000000e-02 5.48585177e-01 9.34142406e-06 8.43168933e-06
2.32000000e-02 5.49177350e-01 -1.89666006e-06 -1.62891315e-06
2.34000000e-02 5.50193477e-01 -1.70464109e-05 -1.05345901e-05
2.36000000e-02 5.50682837e-01 -1.19862030e-05 -8.69968608e-06
2.38000000e-02 5.62675143e-01 -7.31671274e-06 -1.15154414e-06
2.40000000e-02 5.76860821e-01 3.74327110e-06 -4.19576658e-06
2.42000000e-02 5.82498134e-01 -1.77206645e-06 -1.64896965e-07
2.44000000e-02 5.87800423e-01 3.77953121e-06 2.23323029e-06
2.46000000e-02 5.87506191e-01 -6.78771833e-06 -1.52312561e-06
2.48000000e-02 5.91839541e-01 -5.30295204e-06 -9.16230972e-06
2.50000000e-02 6.01179568e-01 -1.31425041e-05 -1.08448157e-05
2.52000000e-02 6.17986860e-01 -9.07456395e-07 -1.90310699e-05
2.54000000e-02 6.19002541e-01 -1.76734587e-05 -1.03204220e-05
2.56000000e-02 6.17551787e-01 -4.59607785e-06 -1.31066572e-05
2.58000000e-02 6.21750336e-01 -8.76508106e-06 -4.28547797e-06
2.60000000e-02 6.25435838e-01 -7.16433703e-06 1.64898231e-06
2.62000000e-02 6.27559028e-01 7.94577851e-07 -6.30731336e-06
2.64000000e-02 6.33337856e-01 5.94436217e-06 3.49931337e-06
2.66000000e-02 6.39032913e-01 1.63406865e-05 1.09666856e-05
2.68000000e-02 6.41883640e-01 4.29435199e-06 1.79117047e-05
2.70000000e-02 6.52088449e-01 1.10948550e-05 -6.64613421e-06
2.72000000e-02 6.53028492e-01 -5.70730445e-06 1.89108492e-06
2.74000000e-02 6.54877431e-01 7.03669533e-08 -2.52794421e-06
2.76000000e-02 6.55367957e-01 -9.59454144e-06 -1.38520853e-05
2.78000000e-02 6.60123453e-01 -9.67052524e-06 -1.42746781e-05
2.80000000e-02 6.70019379e-01 5.02835780e-06 -2.28032832e-06
2.82000000e-02 6.81196310e-01 3.95135842e-06 9.12616201e-06
2.84000000e-02 6.80550683e-01 9.00407317e-06 4.21988049e-06
2.86000000e-02 6.84867367e-01 -2.27506932e-06 -1.03301733e-06
2.88000000e-02 6.78694590e-01 -7.91846020e-06 -6.44947716e-06
2.90000000e-02 6.78956683e-01 -1.08180778e-05 -5.58046373e-06
2.92000000e-02 6.75550964e-01 -1.02677643e-05 -8.63229635e-06
2.94000000e-02 6.77571441e-01 1.50298811e-06 3.46736176e-06
2.96000000e-02 6.85257504e-01 3.78547824e-06 8.90047205e-07
2.98000000e-02 6.90670943e-01 1.62124662e-05 1.32530229e-05
3.00000000e-02 6.98046018e-01 1.38222197e-05 1.05012996e-05
3.02000000e-02 6.96755324e-01 1.15557149e-05 4.76533691e-06
